,q_start,q_service_time,q_type,q_conf,action
97,1508821811.36,7.0,1.0,0.13368655207,0.0
98,1508821811.36,2.0,4.0,0.724024271371,2.0
99,1508821811.36,5.0,1.0,0.373643691392,1.0
100,1508821811.37,8.0,2.0,0.283250137217,0.0
101,1508821812.37,8.0,3.0,0.259220424016,0.0
102,1508821812.38,6.0,1.0,0.0677437801628,0.0
103,1508821813.38,4.0,3.0,0.515891337315,1.0
104,1508821813.39,3.0,2.0,0.513854036478,1.0
105,1508821813.39,2.0,5.0,0.933343887878,2.0
106,1508821814.4,2.0,2.0,0.9901357972,2.0
107,1508821814.4,8.0,6.0,0.229567608219,0.0
108,1508821814.41,6.0,0.0,0.23803942874,0.0
109,1508821815.41,1.0,5.0,0.770229284028,2.0
110,1508821816.42,5.0,1.0,0.644197897618,1.0
111,1508821817.42,4.0,1.0,0.375445921205,1.0
112,1508821817.43,3.0,6.0,0.467560958481,1.0
113,1508821817.43,8.0,4.0,0.0970261313483,0.0
114,1508821818.43,1.0,4.0,0.966554575152,2.0
115,1508821818.43,1.0,3.0,0.811228115675,2.0
116,1508821819.43,2.0,5.0,0.714183097747,2.0
117,1508821820.43,4.0,4.0,0.604782749284,1.0
118,1508821821.44,5.0,2.0,0.555433646195,1.0
119,1508821821.44,8.0,6.0,0.272536949397,0.0
120,1508821821.44,1.0,4.0,0.686462505886,2.0
121,1508821821.44,7.0,1.0,0.223689537275,0.0
122,1508821822.44,3.0,5.0,0.525030339237,1.0
123,1508821822.44,4.0,1.0,0.601519578533,1.0
124,1508821823.45,1.0,0.0,0.732727543664,2.0
125,1508821824.45,6.0,5.0,0.014453603815,0.0
126,1508821825.46,7.0,2.0,0.174783719028,0.0
127,1508821825.46,1.0,1.0,0.738924441822,2.0
128,1508821825.46,4.0,4.0,0.44031343206,1.0
129,1508821825.47,2.0,4.0,0.810956240479,2.0
130,1508821826.47,8.0,5.0,0.124989948211,0.0
131,1508821826.48,8.0,2.0,0.164416638398,0.0
132,1508821827.48,5.0,2.0,0.496505593095,1.0
133,1508821828.49,7.0,3.0,0.310864551767,0.0
134,1508821829.49,1.0,0.0,0.678532462877,2.0
135,1508821829.5,2.0,6.0,0.955851445079,2.0
136,1508821830.5,6.0,4.0,0.0175856944535,0.0
137,1508821831.51,1.0,3.0,0.68041807348,2.0
138,1508821831.52,6.0,4.0,0.033537047171,0.0
139,1508821832.52,1.0,4.0,0.814530963629,2.0
140,1508821832.52,6.0,6.0,0.174701890945,0.0
141,1508821832.52,2.0,1.0,0.950097407185,2.0
142,1508821833.53,5.0,3.0,0.392376063049,1.0
143,1508821834.53,4.0,4.0,0.574593056653,1.0
144,1508821835.54,8.0,2.0,0.277913095296,0.0
145,1508821836.54,6.0,5.0,0.0453889188984,0.0
146,1508821836.54,5.0,1.0,0.569272830083,1.0
147,1508821837.54,4.0,6.0,0.528801698359,1.0
148,1508821838.55,5.0,1.0,0.376035280385,1.0
149,1508821838.55,7.0,2.0,0.200205328799,0.0
150,1508821838.55,5.0,5.0,0.370737513374,1.0
151,1508821839.55,3.0,1.0,0.485301915142,1.0
152,1508821839.56,8.0,1.0,0.14219138747,0.0
153,1508821840.56,6.0,2.0,0.055113768374,0.0
154,1508821840.56,7.0,2.0,0.201880355384,0.0
155,1508821840.56,1.0,0.0,0.770547787145,2.0
156,1508821841.57,7.0,2.0,0.0315939972328,0.0
157,1508821842.57,1.0,2.0,0.679279255054,2.0
158,1508821842.57,1.0,0.0,0.921951921302,2.0
159,1508821842.57,8.0,2.0,0.00975666191959,0.0
160,1508821843.57,7.0,6.0,0.184956022496,0.0
161,1508821843.57,8.0,2.0,0.31980423715,0.0
162,1508821844.58,3.0,2.0,0.336379765685,1.0
163,1508821844.58,7.0,2.0,0.00136733006199,0.0
164,1508821844.58,6.0,2.0,0.0807817201764,0.0
165,1508821845.58,7.0,2.0,0.0268673051255,0.0
166,1508821845.59,1.0,6.0,0.921794385114,2.0
167,1508821846.59,3.0,6.0,0.52225898636,1.0
168,1508821847.59,7.0,1.0,0.243131653654,0.0
169,1508821847.6,5.0,2.0,0.356438202593,1.0
170,1508821848.6,8.0,4.0,0.12957607376,0.0
171,1508821848.6,6.0,3.0,0.125606456653,0.0
172,1508821848.6,5.0,6.0,0.423516767642,1.0
173,1508821848.6,2.0,6.0,0.909287051419,2.0
174,1508821849.6,6.0,1.0,0.166031986269,0.0
175,1508821850.61,8.0,3.0,0.000837868619999,0.0
176,1508821851.61,8.0,0.0,0.00900590717899,0.0
177,1508821852.62,6.0,4.0,0.0310469566231,0.0
178,1508821852.62,7.0,6.0,0.0341869370528,0.0
179,1508821852.63,4.0,6.0,0.616045338533,1.0
180,1508821853.63,1.0,3.0,0.685879864704,2.0
181,1508821854.64,3.0,0.0,0.640136702892,1.0
182,1508821854.64,5.0,2.0,0.370192863782,1.0
183,1508821855.65,4.0,6.0,0.559723582547,1.0
184,1508821856.65,1.0,2.0,0.959297159617,2.0
185,1508821856.66,8.0,2.0,0.206865110813,0.0
186,1508821856.66,2.0,3.0,0.902245874829,2.0
187,1508821857.66,7.0,5.0,0.0246623298443,0.0
188,1508821857.66,5.0,1.0,0.533990230803,1.0
189,1508821857.67,4.0,5.0,0.597045403425,1.0
190,1508821857.67,2.0,0.0,0.880992082711,2.0
191,1508821857.67,1.0,3.0,0.997696847191,2.0
192,1508821858.67,8.0,1.0,0.138762939601,0.0
193,1508821858.67,2.0,2.0,0.825292269956,2.0
194,1508821858.67,4.0,4.0,0.420828100259,1.0
195,1508821858.68,3.0,0.0,0.343698529681,1.0
196,1508821859.68,4.0,3.0,0.361173001205,1.0
197,1508821859.68,2.0,2.0,0.689836738334,2.0
198,1508821860.69,6.0,5.0,0.100480436744,0.0
199,1508821860.69,2.0,2.0,0.934301218749,2.0
200,1508821860.69,3.0,5.0,0.642905996074,1.0
201,1508821861.7,1.0,2.0,0.719423682109,2.0
202,1508821861.7,7.0,1.0,0.198047223073,0.0
203,1508821862.7,6.0,2.0,0.281213934754,0.0
204,1508821862.7,7.0,5.0,0.306932711459,0.0
205,1508821863.7,2.0,1.0,0.764902389276,2.0
206,1508821864.71,3.0,5.0,0.61306780805,1.0
207,1508821864.71,1.0,0.0,0.985850869046,2.0
208,1508821865.72,8.0,6.0,0.2819204712,0.0
209,1508821866.72,7.0,3.0,0.323952902018,0.0
